"time"	"wind"	"name"	"country"	"birth"	"race"	"location"	"date"	"age"
"2518"	10.08	"-0.3"	"Ato Boldon"	"TTO"	1973-12-30	"3"	"Bruxelles"	1998-08-28	24.6598220396988
"2519"	10.08	"-0.5"	"Obadele Thompson"	"BAR"	1976-03-30	"1s2"	"Kuala Lumpur"	1998-09-17	22.466803559206
"2520"	10.08	"-0.1"	"Darren Campbell"	"GBR"	1973-09-12	"5"	"Kuala Lumpur"	1998-09-17	25.0130047912389
"2521"	10.08	"+1.5"	"Koji Ito"	"JPN"	1970-01-29	"1"	"Kumamoto"	1998-10-04	28.6789869952088
"2522"	10.08	"-0.1"	"Matthew Quinn"	"RSA"	1976-04-17	"1"	"Germiston"	1999-04-06	22.9678302532512
"2523"	10.08	"+1.6"	"Brian Lewis"	"USA"	1974-12-05	"1"	"Nassau"	1999-05-26	24.4709103353867
"2524"	10.08	"+1.6"	"Leonard Myles-Mills"	"GHA"	1973-05-09	"1s2"	"Boise"	1999-06-04	26.0698151950719
"2525"	10.08	"+1.6"	"Terrence Trammell"	"USA"	1978-11-23	"2s1"	"Boise"	1999-06-04	20.5284052019165
"2526"	10.08	"+1.0"	"Roland Németh"	"HUN"	1974-09-19	"1"	"Budapest"	1999-06-09	24.7200547570157
"2527"	10.08	"-0.1"	"Jason Gardener"	"GBR"	1975-09-18	"2r2"	"Athínai"	1999-06-16	23.7426420260096
"2528"	10.08	"+0.1"	"Tim Montgomery"	"USA"	1975-01-28	"5r3"	"Athínai"	1999-06-16	24.3805612594114
"2529"	10.08	"-0.6"	"Bruny Surin"	"CAN"	1967-07-12	"1"	"Zagreb"	1999-07-05	31.9808350444901
"2530"	10.08	"+0.8"	"Tim Harden"	"USA"	1974-01-27	"3"	"Roma"	1999-07-07	25.4401095140315
"2531"	10.08	"+0.4"	"Bernard Williams"	"USA"	1978-01-19	"1"	"Winnipeg"	1999-07-25	21.5112936344969
"2532"	10.08	"+0.2"	"Obadele Thompson"	"BAR"	1976-03-30	"1"	"Köln"	1999-08-08	23.356605065024
"2533"	10.08	"-0.6"	"Dwain Chambers"	"GBR"	1978-04-05	"1q3"	"Sevilla"	1999-08-21	21.3771389459274
"2534"	10.08	"+0.1"	"Jon Drummond"	"USA"	1968-09-09	"2"	"Bruxelles"	1999-09-03	30.9815195071869
"2535"	10.08	"+0.4"	"Maurice Greene"	"USA"	1974-07-23	"2"	"Helsinki"	2000-06-15	25.8973305954825
"2536"	10.08	"+0.7"	"Bruny Surin"	"CAN"	1967-07-12	"1"	"Villeneuve d'Ascq"	2000-06-17	32.933607118412
"2537"	10.08	"+1.9"	"Kenny Brokenburr"	"USA"	1968-10-29	"2"	"Eugene"	2000-06-24	31.6522929500342
"2538"	10.08	"-0.8"	"Greg Saddler"	"USA"	1974-06-29	"1"	"Athínai"	2000-06-28	25.9986310746064
"2539"	10.08	"-0.3"	"Dwain Chambers"	"GBR"	1978-04-05	"4"	"Sydney"	2000-09-23	22.4695414099932
"2540"	10.08	"+0.7"	"Bernard Williams"	"USA"	1978-01-19	"1"	"Walnut"	2001-04-22	23.2553045859001
"2541"	10.08	"±0.0"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Eugene"	2001-06-02	19.3073237508556
"2542"	10.08	"-0.1"	"Bernard Williams"	"USA"	1978-01-19	"1rA"	"Milano"	2001-06-06	23.378507871321
"2543"	10.08	"+0.5"	"Bernard Williams"	"USA"	1978-01-19	"1"	"Monaco"	2001-07-20	23.4989733059548
"2544"	10.08	"+2.0"	"Kenny Brokenburr"	"USA"	1968-10-29	"1h1"	"Lynchburg"	2002-05-09	33.5249828884326
"2545"	10.08	"±0.0"	"Bernard Williams"	"USA"	1978-01-19	"1"	"Ad-Dawhah"	2002-05-15	24.3175906913073
"2546"	10.08	"-0.6"	"Deji Aliu"	"NGR"	1975-11-22	"1r3"	"Kalamáta"	2002-06-01	26.5242984257358
"2547"	10.08	"-0.1"	"Kim Collins"	"SKN"	1976-04-05	"1"	"Stockholm"	2002-07-16	26.2778918548939
"2548"	10.08	"+0.2"	"Kim Collins"	"SKN"	1976-04-05	"1s1"	"Manchester"	2002-07-27	26.3080082135524
"2549"	10.08	"+0.3"	"Maurice Greene"	"USA"	1974-07-23	"3h1"	"Zürich"	2002-08-16	28.0657084188912
"2550"	10.08	"+0.3"	"Mark Lewis-Francis"	"GBR"	1982-09-04	"4"	"Bruxelles"	2002-08-30	19.9863107460643
"2551"	10.08	"+1.3"	"Sherwin Vries"	"RSA"	1980-03-22	"2"	"Durban"	2003-04-11	23.0527036276523
"2552"	10.08	"+0.5"	"Darrel Brown"	"TTO"	1984-10-11	"2"	"Eugene"	2003-05-24	18.6146475017112
"2553"	10.08	"+0.8"	"Deji Aliu"	"NGR"	1975-11-22	"1"	"Villeneuve d'Ascq"	2003-06-15	27.5619438740589
"2554"	10.08	"+0.9"	"Obadele Thompson"	"BAR"	1976-03-30	"1r3"	"Walnut"	2003-07-12	27.2826830937714
"2555"	10.08	"+1.8"	"Marcus Brunson"	"USA"	1978-04-24	"1"	"Malles"	2003-07-12	25.2156057494867
"2556"	10.08	"±0.0"	"Darrel Brown"	"TTO"	1984-10-11	"2"	"Saint-Denis"	2003-08-25	18.8692676249144
"2557"	10.08	"±0.0"	"Darren Campbell"	"GBR"	1973-09-12	"3"	"Saint-Denis"	2003-08-25	29.9493497604381
"2558"	10.08	"+1.9"	"Uchenna Emedolu"	"NGR"	1976-09-17	"3"	"Monaco"	2003-09-13	26.9869952087611
"2559"	10.08	"-0.2"	"Shawn Crawford"	"USA"	1978-01-14	"1h4"	"Sacramento"	2004-07-10	26.4859685147159
"2560"	10.08	"+0.3"	"Tamunosiki Atorudibo"	"NGR"	1985-03-21	"1"	"Abuja"	2004-07-10	19.3045859000684
"2561"	10.08	"+0.8"	"Obadele Thompson"	"BAR"	1976-03-30	"2h4"	"Athínai"	2004-08-21	28.394250513347
"2562"	10.08	"+1.3"	"John Capel"	"USA"	1978-11-27	"1"	"Palo Alto"	2005-05-30	26.5051334702259
"2563"	10.08	"-0.4"	"Maurice Greene"	"USA"	1974-07-23	"1"	"New York City"	2005-06-11	30.8856947296372
"2564"	10.08	"-2.3"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Carson"	2005-06-25	23.3702943189596
"2565"	10.08	"+1.0"	"Mark Jelks"	"USA"	1984-04-10	"3s1"	"Carson"	2005-06-25	21.2073921971253
"2566"	10.08	"+0.1"	"Dwight Thomas"	"JAM"	1980-09-23	"3"	"Kingston"	2005-06-25	24.7529089664613
"2567"	10.08	"+1.8"	"Michael Frater"	"JAM"	1982-10-06	"5rA"	"Lausanne"	2005-07-05	22.7460643394935
"2568"	10.08	"+1.0"	"Michael Frater"	"JAM"	1982-10-06	"4"	"London"	2005-07-22	22.7926078028747
"2569"	10.08	"+0.7"	"J-Mee Samuels"	"USA"	1987-05-20	"1"	"Greensboro"	2005-07-24	18.1793292265572
"2570"	10.08	"+0.5"	"Leonard Scott"	"USA"	1980-01-19	"1s1"	"Helsinki"	2005-08-07	25.5496235455168
"2571"	10.08	"-1.0"	"Jason Gardener"	"GBR"	1975-09-18	"5s2"	"Helsinki"	2005-08-07	29.886379192334
"2572"	10.08	"+1.4"	"Rae Edwards"	"USA"	1981-05-07	"1rA"	"Malmö"	2005-08-16	24.2765229295003
"2573"	10.08	"+0.5"	"Tyson Gay"	"USA"	1982-08-09	"2"	"Rieti"	2005-08-28	23.0527036276523
"2574"	10.08	"+0.6"	"Ronald Pognon"	"FRA"	1982-11-16	"2rA"	"Berlin"	2005-09-04	22.8008213552361
"2575"	10.08	"+1.6"	"Michael Frater"	"JAM"	1982-10-06	"3h2"	"Oslo"	2006-06-02	23.6550308008214
"2576"	10.08	"+0.1"	"Marcus Brunson"	"USA"	1978-04-24	"2rA"	"Saint-Denis"	2006-07-08	28.2053388090349
"2577"	10.08	"+2.0"	"Derrick Atkins"	"BAH"	1984-01-05	"2s1"	"Cartagena"	2006-07-25	22.5516769336071
"2578"	10.08	"+1.0"	"Shawn Crawford"	"USA"	1978-01-14	"5rA"	"Zürich"	2006-08-18	28.5913757700205
"2579"	10.08	"+1.9"	"Joshua Ross"	"AUS"	1981-02-09	"1"	"Brisbane"	2007-03-10	26.0780287474333
"2580"	10.08	"+0.2"	"Trindon Holliday"	"USA"	1986-04-27	"1"	"Tuscaloosa"	2007-05-13	21.0431211498973
"2581"	10.08	"+1.5"	"Walter Dix"	"USA"	1986-01-31	"1h1"	"Indianapolis"	2007-06-21	21.3853524982888
"2582"	10.08	"+0.3"	"Asafa Powell"	"JAM"	1982-11-23	"2s1"	"Osaka"	2007-08-26	24.7556468172485
"2583"	10.08	"-0.5"	"Churandy Martina"	"AHO"	1984-07-03	"5"	"Osaka"	2007-08-26	23.1457905544148
"2584"	10.08	"+1.8"	"Darvis Patton"	"USA"	1977-12-04	"2"	"Kingston"	2008-05-03	30.4120465434634
"2585"	10.08	"+1.4"	"Michael Frater"	"JAM"	1982-10-06	"3"	"Ad-Dawhah"	2008-05-09	25.5906913073238
"2586"	10.08	"+1.9"	"J-Mee Samuels"	"USA"	1987-05-20	"3"	"Fayetteville"	2008-05-31	21.0321697467488
"2587"	10.08	"+1.9"	"Evander Wells"	"USA"	1987-12-07	"4"	"Fayetteville"	2008-05-31	20.4818617385353
"2588"	10.08	"+0.8"	"Nesta Carter"	"JAM"	1985-11-10	"1"	"Berlin"	2008-06-01	22.5571526351814
"2589"	10.08	"-1.1"	"Francis Obikwelu"	"POR"	1978-11-22	"2"	"Madrid"	2008-07-05	29.6180698151951
"2590"	10.08	"-0.1"	"Walter Dix"	"USA"	1986-01-31	"2q5"	"Beijing"	2008-08-15	22.5379876796715
"2591"	10.08	"-1.3"	"Michael Frater"	"JAM"	1982-10-06	"4"	"Bruxelles"	2008-09-05	25.9164955509925
"2592"	10.08	"-0.3"	"Nesta Carter"	"JAM"	1985-11-10	"1"	"Daegu"	2008-09-25	22.8747433264887
"2593"	10.08	"+1.5"	"Yohan Blake"	"JAM"	1989-12-26	"1r2"	"Spanish Town"	2009-03-14	19.2142368240931
"2594"	10.08	"+0.5"	"Mike Rodgers"	"USA"	1985-04-24	"1r1"	"Rio de Janeiro"	2009-05-17	24.062970568104
"2595"	10.08	"+1.1"	"Jeremy Hall"	"USA"	1988-01-27	"2"	"Gainesville"	2009-05-17	21.3032169746749
"2596"	10.08	"-1.0"	"Mike Rodgers"	"USA"	1985-04-24	"1r1"	"Uberlândia"	2009-05-20	24.0711841204654
"2597"	10.08	"+1.7"	"Travis Padgett"	"USA"	1986-12-13	"4r2"	"Eugene"	2009-06-07	22.4832306639288
"2598"	10.08	"+1.3"	"Ramil Guliyev"	"AZE"	1990-05-29	"1rA"	"Istanbul"	2009-06-13	19.0417522245038
"2599"	10.08	"-0.2"	"Steve Mullings"	"JAM"	1982-11-29	"4"	"Kingston"	2009-06-27	26.5763175906913
"2600"	10.08	"+0.1"	"Emmanuel Callender"	"TTO"	1984-05-10	"1"	"La Habana"	2009-07-03	25.1471594798084
"2601"	10.08	"+0.1"	"Lerone Clarke"	"JAM"	1981-10-02	"2"	"La Habana"	2009-07-03	27.750855578371
"2602"	10.08	"-0.3"	"Michael Frater"	"JAM"	1982-10-06	"3rA"	"Oslo"	2009-07-03	26.7405886379192
"2603"	10.08	"-0.1"	"Travis Padgett"	"USA"	1986-12-13	"2h1"	"Roma"	2009-07-10	22.5735797399042
"2604"	10.08	"+0.1"	"Darvis Patton"	"USA"	1977-12-04	"2"	"Monaco"	2009-07-28	31.64681724846
"2605"	10.08	"-0.7"	"Richard Thompson"	"TTO"	1985-06-07	"2q1"	"Berlin"	2009-08-15	24.1889117043121
"2606"	10.08	"-0.4"	"Darvis Patton"	"USA"	1977-12-04	"3"	"Bruxelles"	2009-09-04	31.750855578371
"2607"	10.08	"-1.5"	"Nesta Carter"	"JAM"	1985-11-10	"2"	"Rieti"	2009-09-06	23.8220396988364
"2608"	10.08	"+1.7"	"Richard Thompson"	"TTO"	1985-06-07	"1h1"	"Oslo"	2010-06-04	24.9911019849418
"2609"	10.08	"+1.7"	"Michael Frater"	"JAM"	1982-10-06	"2h1"	"Oslo"	2010-06-04	27.6605065023956
"2610"	10.08	"+1.3"	"Martial Mbandjock"	"FRA"	1985-10-14	"2"	"Valence"	2010-07-09	24.7337440109514
"2611"	10.08	"+0.9"	"Nesta Carter"	"JAM"	1985-11-10	"1"	"Nuoro"	2010-07-14	24.6735112936345
"2612"	10.08	"+0.7"	"Daniel Bailey"	"ANT"	1986-09-09	"2"	"Mayagüez"	2010-07-25	23.8740588637919
"2613"	10.08	"+1.9"	"Ben Youssef Meité"	"CIV"	1986-11-11	"1"	"Nairobi"	2010-07-29	23.7125256673511
"2614"	10.08	"-0.3"	"Walter Dix"	"USA"	1986-01-31	"1h2"	"London"	2010-08-13	24.5311430527036
"2615"	10.08	"+0.6"	"Christophe Lemaitre"	"FRA"	1990-06-11	"1"	"Bondoufle"	2011-05-22	20.9445585215606
"2616"	10.08	"-0.2"	"Daniel Bailey"	"ANT"	1986-09-09	"3rA"	"Ostrava"	2011-05-31	24.7227926078029
"2617"	10.08	"+0.6"	"Lerone Clarke"	"JAM"	1981-10-02	"1h1"	"Clermont"	2011-06-11	29.6892539356605
"2618"	10.08	"+1.9"	"Justin Gatlin"	"USA"	1982-02-10	"1h1"	"Eugene"	2011-06-23	29.3634496919918
"2619"	10.08	"+1.9"	"Darvis Patton"	"USA"	1977-12-04	"2h1"	"Eugene"	2011-06-23	33.5496235455168
"2620"	10.08	"-1.8"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Kingston"	2011-06-24	28.5831622176591
"2621"	10.08	"-0.3"	"Justin Gatlin"	"USA"	1982-02-10	"2"	"Reims"	2011-07-05	29.3963039014374
"2622"	10.08	"+1.8"	"Walter Dix"	"USA"	1986-01-31	"1"	"Halifax"	2011-07-10	25.4373716632444
"2623"	10.08	"+1.0"	"Nesta Carter"	"JAM"	1985-11-10	"2h2"	"Birmingham"	2011-07-10	25.6618754277892
"2624"	10.08	"-0.8"	"Kim Collins"	"SKN"	1976-04-05	"1s3"	"Daegu"	2011-08-28	35.3949349760438
"2625"	10.08	"-1.4"	"Walter Dix"	"USA"	1986-01-31	"2"	"Daegu"	2011-08-28	25.5715263518138
"2626"	10.08	"+0.1"	"Justin Gatlin"	"USA"	1982-02-10	"3"	"Rieti"	2011-09-10	29.5797399041752
"2627"	10.08	"+0.1"	"Richard Thompson"	"TTO"	1985-06-07	"3"	"Berlin"	2011-09-11	26.2614647501711
"2628"	10.08	"-2.2"	"Calesio Newman"	"USA"	1986-08-20	"1h1"	"Greensboro"	2012-04-21	25.6700889801506
"2629"	10.08	"+1.0"	"Marc Burns"	"TTO"	1983-01-07	"2"	"Auburn"	2012-04-21	29.2867898699521
"2630"	10.08	"+2.0"	"Ryota Yamagata"	"JPN"	1992-06-10	"1h2"	"Hiroshima"	2012-04-29	19.8850102669405
"2631"	10.08	"-0.4"	"Mike Rodgers"	"USA"	1985-04-24	"2"	"Shanghai"	2012-05-19	27.0691307323751
"2632"	10.08	"+0.8"	"Adam Gemili"	"GBR"	1993-10-06	"1rA"	"Regensburg"	2012-06-02	18.6557152635181
"2633"	10.08	"+1.0"	"Jacques Harvey"	"JAM"	1989-04-05	"4s2"	"Kingston"	2012-06-29	23.233401779603
"2634"	10.08	"±0.0"	"Christophe Lemaitre"	"FRA"	1990-06-11	"3"	"Saint-Denis"	2012-07-06	22.0698151950719
"2635"	10.08	"+1.7"	"Derrick Atkins"	"BAH"	1984-01-05	"4s3"	"London"	2012-08-05	28.5831622176591
"2636"	10.08	"+1.4"	"Darvis Patton"	"USA"	1977-12-04	"7rA"	"Zürich"	2012-08-30	34.7378507871321
"2637"	10.08	"+1.6"	"Dentarius Locke"	"USA"	1989-12-12	"1h1"	"Raleigh"	2013-04-19	23.3511293634497
"2638"	10.08	"+1.6"	"Aaron Brown"	"CAN"	1992-05-27	"2"	"Los Angeles"	2013-05-12	20.9582477754962
"2639"	10.08	"+0.1"	"Calesio Newman"	"USA"	1986-08-20	"4"	"Beijing"	2013-05-21	26.7515400410678
"2640"	10.08	"+0.8"	"Rakieem Salaam"	"USA"	1990-04-05	"6rA"	"Roma"	2013-06-06	23.170431211499
"2641"	10.08	"-0.1"	"James Dasaolu"	"GBR"	1987-09-05	"1h1"	"Praha"	2013-06-10	25.7631759069131
"2642"	10.08	"-0.5"	"Kim Collins"	"SKN"	1976-04-05	"1rA"	"Ostrava"	2013-06-27	37.2265571526352
"2643"	10.08	"±0.0"	"Jaysuma Saidy Ndure"	"NOR"	1984-01-01	"1r5"	"Mannheim"	2013-06-29	29.492128678987
"2644"	10.08	"+1.9"	"Harry Aikines-Aryeetey"	"GBR"	1988-08-29	"2"	"Birmingham"	2013-07-13	24.870636550308
"2645"	10.08	"-0.4"	"Kim Collins"	"SKN"	1976-04-05	"5"	"Monaco"	2013-07-19	37.2867898699521
"2646"	10.08	"+0.5"	"Julian Reus"	"GER"	1988-04-29	"1r8"	"Weinheim"	2013-08-02	25.2594113620808
"2647"	10.08	"+0.1"	"Keston Bledman"	"TTO"	1988-03-08	"3s3"	"Moskva"	2013-08-11	25.4264202600958
"2648"	10.08	"-0.8"	"Justin Gatlin"	"USA"	1982-02-10	"1rA"	"Linz"	2013-08-26	31.5400410677618
"2649"	10.08	"+1.1"	"Zhang Peimeng"	"CHN"	1987-03-13	"1"	"Shenyang"	2013-09-08	26.4914442162902
"2650"	10.08	"-0.5"	"Gerald Phiri"	"ZAM"	1988-10-06	"1rA"	"Gainesville"	2014-04-19	25.533196440794
"2651"	10.08	"+1.7"	"Maurice Mitchell"	"USA"	1989-02-22	"1"	"Joplin"	2014-04-25	25.1690622861054
"2652"	10.08	"+1.5"	"Marvin Bracy"	"USA"	1993-12-15	"1r1"	"Clermont"	2014-04-26	20.3613963039014
"2653"	10.08	"+1.5"	"Adam Gemili"	"GBR"	1993-10-06	"1r4"	"Bedford"	2014-05-31	20.6488706365503
"2654"	10.08	"+1.4"	"Maurice Mitchell"	"USA"	1989-02-22	"4"	"Hengelo"	2014-06-08	25.2895277207392
"2655"	10.08	"+1.4"	"Harry Aikines-Aryeetey"	"GBR"	1988-08-29	"5"	"Hengelo"	2014-06-08	25.7741273100616
"2656"	10.08	"-0.4"	"Mike Rodgers"	"USA"	1985-04-24	"2"	"Ostrava"	2014-06-17	29.1471594798084
"2657"	10.08	"+1.7"	"Rakieem Salaam"	"USA"	1990-04-05	"2s2"	"Sacramento"	2014-06-27	24.227241615332
"2658"	10.08	"-0.6"	"Femi Ogunode"	"QAT"	1991-01-31	"1"	"Sofia"	2014-06-28	23.4058863791923
"2659"	10.08	"+1.4"	"Trayvon Bromell"	"USA"	1995-07-10	"1h2"	"Eugene"	2014-07-05	18.9869952087611
"2660"	10.08	"-0.8"	"Richard Thompson"	"TTO"	1985-06-07	"2rA"	"Saint-Denis"	2014-07-05	29.0759753593429
"2661"	10.08	"+0.2"	"Diondre Batson"	"USA"	1992-07-13	"1"	"Kamloops"	2014-08-08	22.0698151950719
"2662"	10.08	"-1.3"	"Jason Rogers"	"SKN"	1991-08-31	"1"	"Ciudad de México"	2014-08-15	22.9568788501027
"2663"	10.08	"-1.9"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"1"	"Birmingham"	2014-08-24	22.6201232032854
"2664"	10.08	"+0.7"	"Harry Adams"	"USA"	1989-11-27	"1rA"	"Coral Gables"	2015-04-11	25.3689253935661
"2665"	10.08	"+1.4"	"Ronnie Baker"	"USA"	1993-10-15	"1rA"	"Fort Worth"	2015-05-02	21.5441478439425
"2666"	10.08	"-2.4"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Baie-Mahault"	2015-05-02	32.4380561259411
"2667"	10.08	"+0.9"	"Diondre Batson"	"USA"	1992-07-13	"6rA"	"Roma"	2015-06-04	22.8911704312115
"2668"	10.08	"+0.9"	"Akani Simbine"	"RSA"	1993-09-21	"7rA"	"Roma"	2015-06-04	21.700205338809
"2669"	10.08	"+1.4"	"Isiah Young"	"USA"	1990-01-05	"1rA"	"Montverde"	2015-06-06	25.4154688569473
"2670"	10.08	"+0.9"	"Remontay McClain"	"USA"	1992-09-21	"1rA"	"Cerritos"	2015-06-06	22.7049965776865
"2671"	10.08	"±0.0"	"Beejay Lee"	"USA"	1993-03-05	"6"	"Eugene"	2015-06-26	22.3080082135524
"2672"	10.08	"+1.3"	"Clayton Vaughn"	"USA"	1992-05-15	"6"	"Saint-Denis"	2015-07-04	23.1348391512663
"2673"	10.08	"-1.1"	"Isiah Young"	"USA"	1990-01-05	"2rA"	"Székesfehérvár"	2015-07-07	25.5003422313484
"2674"	10.08	"+1.4"	"Kim Collins"	"SKN"	1976-04-05	"6rA"	"Lausanne"	2015-07-09	39.2580424366872
"2675"	10.08	"-0.4"	"Nesta Carter"	"JAM"	1985-11-10	"1"	"Edmonton"	2015-07-12	29.6673511293634
"2676"	10.08	"-0.3"	"Chijindu Ujah"	"GBR"	1994-03-05	"4"	"Monaco"	2015-07-17	21.3661875427789
"2677"	10.08	"-0.3"	"Nesta Carter"	"JAM"	1985-11-10	"3h1"	"London"	2015-07-24	29.700205338809
"2678"	10.08	"-0.8"	"Nesta Carter"	"JAM"	1985-11-10	"7"	"London"	2015-07-24	29.700205338809
"2679"	10.08	"+0.8"	"Churandy Martina"	"NED"	1984-07-03	"1"	"Amsterdam"	2015-07-31	31.0746064339493
"2680"	10.08	"-0.4"	"Jak Ali Harvey"	"TUR"	1989-04-05	"5s1"	"Beijing"	2015-08-23	26.3819301848049
"2681"	10.08	"+1.0"	"Tyson Gay"	"USA"	1982-08-09	"5"	"Kingston"	2016-05-07	33.7440109514031
"2682"	10.08	"+2.0"	"Ryota Yamagata"	"JPN"	1992-06-10	"1s1"	"Kumagaya"	2016-05-21	23.9452429842574
"2683"	10.08	"+1.2"	"Churandy Martina"	"NED"	1984-07-03	"1h1"	"Hengelo"	2016-05-22	31.8850102669405
"2684"	10.08	"+1.8"	"Gerald Phiri"	"ZAM"	1988-10-06	"4r1"	"Montverde"	2016-06-11	27.6796714579055
"2685"	10.08	"+1.8"	"Desmond Lawrence"	"USA"	1991-12-19	"5r1"	"Montverde"	2016-06-11	24.4791238877481
"2686"	10.08	"-0.6"	"Jimmy Vicaut"	"FRA"	1992-02-27	"1rA"	"Luzern"	2016-06-14	24.2956878850103
"2687"	10.08	"+1.4"	"Bruno Hortelano"	"ESP"	1991-09-18	"1h1"	"Madrid"	2016-06-23	24.7638603696099
"2688"	10.08	"+0.4"	"Everton Clarke"	"JAM"	1992-12-24	"6s2"	"Kingston"	2016-07-01	23.5181382614647
"2689"	10.08	"+1.2"	"Marvin Bracy"	"USA"	1993-12-15	"2h3"	"Eugene"	2016-07-02	22.5462012320329
"2690"	10.08	"+1.7"	"Sean McLean"	"USA"	1992-03-23	"4s1"	"Eugene"	2016-07-03	24.2792607802875
"2691"	10.08	"±0.0"	"Jimmy Vicaut"	"FRA"	1992-02-27	"3"	"Amsterdam"	2016-07-07	24.3586584531143
"2692"	10.08	"+0.3"	"Andre De Grasse"	"CAN"	1994-11-10	"1h3"	"Edmonton"	2016-07-09	21.6618754277892
"2693"	10.08	"+1.4"	"Harry Aikines-Aryeetey"	"GBR"	1988-08-29	"2rA"	"Loughborough"	2016-07-16	27.8795345653662
"2694"	10.08	"+0.3"	"Churandy Martina"	"NED"	1984-07-03	"3h2"	"London"	2016-07-22	32.0520191649555
"2695"	10.08	"-0.3"	"Asafa Powell"	"JAM"	1982-11-23	"2"	"Houston"	2016-07-23	33.6646132785763
"2696"	10.08	"-0.1"	"Xie Zhenye"	"CHN"	1993-08-17	"1h3"	"Rio de Janeiro"	2016-08-13	22.9897330595483
"2697"	10.08	"±0.0"	"Su Bingtian"	"CHN"	1989-08-29	"4s3"	"Rio de Janeiro"	2016-08-14	26.9596167008898
"2698"	10.08	"+0.2"	"Marvin Bracy"	"USA"	1993-12-15	"6s1"	"Rio de Janeiro"	2016-08-14	22.6639288158795
"2699"	10.08	"+1.1"	"Yoshihide Kiryu"	"JPN"	1995-12-15	"1"	"Kumagaya"	2016-09-03	20.7200547570157
"2700"	10.08	"-0.1"	"Ryota Yamagata"	"JPN"	1992-06-10	"1rA"	"Canberra"	2017-03-11	24.7501711156742
"2701"	10.08	"+1.8"	"Adam Gemili"	"GBR"	1993-10-06	"1r1"	"Azusa"	2017-04-14	23.5208761122519
"2702"	10.08	"-1.2"	"Asafa Powell"	"JAM"	1982-11-23	"2"	"Ad-Dawhah"	2017-05-05	34.4476386036961
"2703"	10.08	"+0.4"	"Odean Skeen"	"JAM"	1994-08-28	"1h3"	"Columbia"	2017-05-12	22.7049965776865
"2704"	10.08	"+2.0"	"Emile Erasmus"	"RSA"	1992-04-03	"1"	"Pretoria"	2017-05-13	25.1088295687885
"2705"	10.08	"+0.2"	"Mike Rodgers"	"USA"	1985-04-24	"1"	"Baie-Mahault"	2017-05-17	32.062970568104
"2706"	10.08	"+1.9"	"Shota Iizuka"	"JPN"	1991-06-25	"1rA"	"Totttori"	2017-06-04	25.9438740588638
"2707"	10.08	"+1.9"	"Shuhei Tada"	"JPN"	1996-06-24	"1"	"Hiratsuka"	2017-06-10	20.9609856262834
"2708"	10.08	"-0.9"	"Asuka Cambridge"	"JPN"	1993-05-31	"1h4"	"Osaka"	2017-06-23	24.062970568104
"2709"	10.08	"+1.8"	"Cejhae Greene"	"ANT"	1995-10-06	"1h9"	"Port of Spain"	2017-06-23	21.7138945927447
"2710"	10.08	"-0.8"	"Jimmy Vicaut"	"FRA"	1992-02-27	"6"	"London"	2017-08-05	25.4373716632444
"2711"	10.08	"-0.2"	"Chijindu Ujah"	"GBR"	1994-03-05	"1"	"Birmingham"	2017-08-20	23.460643394935
"2712"	10.08	"-0.4"	"Akani Simbine"	"RSA"	1993-09-21	"1rA"	"Paarl"	2018-03-22	24.498288843258
"2713"	10.08	"+0.5"	"Jeffery Demps"	"USA"	1990-01-08	"2r2"	"Torrance"	2018-04-21	28.2819986310746
"2714"	10.08	"+0.5"	"Chijindu Ujah"	"GBR"	1994-03-05	"3r2"	"Torrance"	2018-04-21	24.1286789869952
"2715"	10.08	"+0.9"	"Kendal Williams"	"USA"	1995-09-23	"1h4"	"Knoxville"	2018-05-12	22.6338124572211
"2716"	10.08	"+0.8"	"Andre Ewers"	"USA"	1995-06-07	"1h5"	"Tampa"	2018-05-24	22.9623545516769
"2717"	10.08	"+1.7"	"Kendal Williams"	"USA"	1995-09-23	"1s1"	"Tampa"	2018-05-25	22.6694045174538
"2718"	10.08	NA	"Mike Roberson"	"USA"	1956-03-25	"1h2"	"Ciudad de México"	1979-09-08	23.4551676933607
"2719"	10.08	NA	"Raymond Stewart"	"JAM"	1965-03-18	"1"	"Kingston"	1988-07-15	23.3264887063655
"2720"	10.08	NA	"Ato Boldon"	"TTO"	1973-12-30	"1"	"Bridgetown"	1995-06-24	21.4811772758385
"2721"	10.08	NA	"Keston Bledman"	"TTO"	1988-03-08	"1"	"Arima"	2014-05-10	26.1711156741958
"2722"	10.09	"+1.8"	"Mel Lattany"	"USA"	1959-08-10	"2"	"Colorado Springs"	1978-07-30	18.9705681040383
"2723"	10.09	"-0.9"	"Mel Lattany"	"USA"	1959-08-10	"1"	"Zürich"	1981-08-19	22.0260095824778
"2724"	10.09	"+1.3"	"Carl Lewis"	"USA"	1961-07-01	"1r1"	"Walnut"	1982-04-25	20.8158795345654
"2725"	10.09	"+0.6"	"Calvin Smith"	"USA"	1961-01-08	"1h1"	"Athens"	1982-05-14	21.3442847364819
